#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVT_DESC_AVE_MARIA_de_re_militari_events_equipment.1;As befitting my station I should buy some protection if I want to have any chance of surviving in battle !;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_de_re_militari_events_equipment.1;I need a new Helmet !;;;;;;;;;;;;;x
EVTOPT_B_AVE_MARIA_de_re_militari_events_equipment.1;It is an Armor I need.;;;;;;;;;;;;;x
EVT_DESC_AVE_MARIA_de_re_militari_events_equipment.2;As you visit the armorer's shops of [Root.Capital.GetName] you fancy something that could be worth your while.;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_de_re_militari_events_equipment.2;I simply must have the best there is, I am a [Root.GetRulerTitle] after all !;;;;;;;;;;;;;x
EVTOPT_B_AVE_MARIA_de_re_militari_events_equipment.2;Something nice but functional, I have not enough to spend.;;;;;;;;;;;;;x
EVTOPT_C_AVE_MARIA_de_re_militari_events_equipment.2;I cannot afford something too expensive unfortunatly.;;;;;;;;;;;;;x
EVT_DESC_AVE_MARIA_de_re_militari_events_equipment.3;As you visit the armorer's shops of [Root.Capital.GetName] you fancy something that could be worth your while.;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_de_re_militari_events_equipment.3;I simply must have the best there is, I am a [Root.PrimaryTitle.GetRulerTitle] after all !;;;;;;;;;;;;;x
EVTOPT_B_AVE_MARIA_de_re_militari_events_equipment.3;Something nice but functional, I have not enough to spend.;;;;;;;;;;;;;x
EVTOPT_C_AVE_MARIA_de_re_militari_events_equipment.3;I cannot afford something too expensive unfortunatly.;;;;;;;;;;;;;x
